neighborhood,price,layout,bathrooms,square_footage
Long Island City,2917.00,1 Bedroom,1 Bathroom,702
Chelsea,7530.00,2 Bedroom,2 Bathroom,957
Murray Hill,3700.00,1 Bedroom,1 Bathroom,715
Williamsburg,4100.00,3 Bedroom,1 Bathroom,1000
Park Slope,4153.00,3 Bedroom,1 Bathroom,742
Upper East Side,3775.00,1 Bedroom,1 Bathroom,752
Battery Park City,3635.00,1 Bedroom,1 Bathroom,785
Upper West Side,2655.00,Studio,1 Bathroom,369
Upper East Side,5225.00,1 Bedroom,1 Bathroom,1245
Upper East Side,15000.00,3 Bedroom,3.5 Bathroom,2160
Bay Ridge,1775.00,1 Bedroom,1 Bathroom,806
Upper West Side,3850.00,1 Bedroom,1 Bathroom,698
Brooklyn Heights,3395.00,1 Bedroom,1 Bathroom,627
Brighton Beach,2000.00,2 Bedroom,2 Bathroom,1139
Upper West Side,3140.00,Studio,1 Bathroom,515
Elmhurst,1875.00,1 Bedroom,1 Bathroom,834
Corona,1785.00,1 Bedroom,1 Bathroom,867
East Village,2600.00,1 Bedroom,1 Bathroom,600
Upper West Side,3050.00,1 Bedroom,1 Bathroom,567
Chelsea,4040.00,1 Bedroom,1 Bathroom,664
Chelsea,11000.00,2 Bedroom w/ HO,2.5 Bathroom,1580
Corona,1695.00,1 Bedroom,1 Bathroom,713
Upper East Side,2450.00,Studio,1 Bathroom,450
Long Island City,4812.00,2 Bedroom,2 Bathroom,1259
Upper East Side,3500.00,1 Bedroom,1 Bathroom,735
Flushing,1450.00,Studio,1 Bathroom,612
Brighton Beach,1650.00,1 Bedroom,1 Bathroom,698
Upper West Side,2245.00,Studio,1 Bathroom,350
Upper East Side,4160.00,2 Bedroom,1.5 Bathroom,961
Midtown,6461.00,1 Bedroom,1 Bathroom,925
NoMad,4745.00,1 Bedroom,1 Bathroom,680
Harlem,3995.00,3 Bedroom,1 Bathroom,1015
South Williamsburg,3500.00,1 Bedroom,1 Bathroom,918
Murray Hill,3895.00,1 Bedroom,1 Bathroom,722
NoMad,5970.00,1 Bedroom,1 Bathroom,754
Financial District,3495.00,1 Bedroom,1 Bathroom,675
Financial District,5365.00,2 Bedroom,2 Bathroom,1126
Upper East Side,2955.00,1 Bedroom,1 Bathroom,563
Washington Heights,2150.00,3 Bedroom,1 Bathroom,900
Long Island City,2850.00,1 Bedroom,1 Bathroom,588
NoMad,4525.00,Studio,1 Bathroom,586
Upper East Side,2905.00,Studio,1 Bathroom,623
Chelsea,5810.00,1 Bedroom,1 Bathroom,788
Chelsea,3685.00,Studio,1 Bathroom,579
Upper West Side,3760.00,1 Bedroom,1 Bathroom,804
Roosevelt Island,5919.00,3 Bedroom,2 Bathroom,1434
West Village,5200.00,Alcove Studio,2 Bathroom,717
Stuyvesant Town,3720.00,1 Bedroom,1 Bathroom,944
West Village,4980.00,Alcove Studio,2 Bathroom,844
Murray Hill,2500.00,Studio,1 Bathroom,331
Murray Hill,2575.00,Studio,1 Bathroom,483
Battery Park City,5560.00,2 Bedroom,2 Bathroom,1157
Murray Hill,4200.00,1 Bedroom,1 Bathroom,750
Upper West Side,3915.00,1 Bedroom,1 Bathroom,696
Battery Park City,3840.00,1 Bedroom,1 Bathroom,803
Gravesend,1675.00,1 Bedroom,1 Bathroom,934
Corona,1790.00,1 Bedroom,1 Bathroom,713
Stuyvesant Town,5479.00,3 Bedroom,1 Bathroom,1148
Williamsburg,2428.00,Studio,1 Bathroom,471
Financial District,3095.00,Studio,1 Bathroom,639
Stuyvesant Town,3816.00,1 Bedroom,1 Bathroom,763
Astoria,2050.00,1 Bedroom,1 Bathroom,500
Greenpoint,2295.00,2 Bedroom,1 Bathroom,800
Upper East Side,3395.00,1 Bedroom,1 Bathroom,631
Midtown East,3850.00,1 Bedroom,1 Bathroom,688
Upper East Side,3600.00,1 Bedroom,1 Bathroom,835
Crown Heights,2800.00,2 Bedroom,1 Bathroom,0
Corona,1650.00,1 Bedroom,1 Bathroom,642
Murray Hill,3360.00,1 Bedroom,1 Bathroom,634
Midtown,3424.00,1 Bedroom,1 Bathroom,720
Murray Hill,2025.00,Studio,1 Bathroom,375
Flatiron,5025.00,1 Bedroom,1 Bathroom,662
Midtown East,2550.00,Studio,1 Bathroom,425
Stuyvesant Town,4088.00,2 Bedroom,1 Bathroom,932
Corona,1730.00,1 Bedroom,1 Bathroom,714
Upper West Side,3330.00,Studio,1 Bathroom,470
Stuyvesant Town,3391.00,1 Bedroom,1 Bathroom,944
Washington Heights,1800.00,3 Bedroom,1 Bathroom,570
Kew Gardens,2145.00,2 Bedroom,1 Bathroom,832
Morningside Heights,3840.00,1 Bedroom,1 Bathroom,718
Elmhurst,2295.00,2 Bedroom,1 Bathroom,1012
Chelsea,4000.00,1 Bedroom,1 Bathroom,738
Upper West Side,13000.00,2 Bedroom,2 Bathroom,2046
Downtown Brooklyn,3200.00,1 Bedroom,1 Bathroom,679
Downtown Brooklyn,3500.00,1 Bedroom,1 Bathroom,793
Midtown East,6625.00,2 Bedroom,2 Bathroom,1137
Chelsea,4100.00,Studio,1 Bathroom,619
Midtown East,2400.00,Studio,1 Bathroom,400
Upper West Side,7775.00,2 Bedroom,2 Bathroom,1090
Stuyvesant Town,4243.00,2 Bedroom,1 Bathroom,932
Upper West Side,5075.00,Jr 4,1 Bathroom,871
Forest Hills,3895.00,3 Bedroom,2 Bathroom,1327
Upper East Side,4695.00,2 Bedroom,1 Bathroom,947
Upper West Side,3550.00,1 Bedroom,1 Bathroom,749
Upper West Side,3125.00,Studio,1 Bathroom,521
Long Island City,4459.00,2 Bedroom,2 Bathroom,1037
Upper East Side,4365.00,1 Bedroom,1 Bathroom,973
Washington Heights,3500.00,3 Bedroom,2 Bathroom,1000
Murray Hill,2500.00,Studio,1 Bathroom,360
Morris Park,1550.00,1 Bedroom,1 Bathroom,715
Hudson Yards,5200.00,2 Bedroom,1 Bathroom,773
Kew Gardens,1700.00,1 Bedroom,1 Bathroom,697
NoMad,8335.00,1 Bedroom,1 Bathroom,950
Battery Park City,4070.00,1 Bedroom,1 Bathroom,874
Long Island City,3125.00,1 Bedroom,1 Bathroom,631
Upper East Side,7000.00,2 Bedroom,2 Bathroom,1639
Upper West Side,3935.00,1 Bedroom,1 Bathroom,588
Murray Hill,6000.00,2 Bedroom,2 Bathroom,1134
Sunnyside,2155.00,1 Bedroom,1 Bathroom,870
Upper West Side,3930.00,1 Bedroom,1 Bathroom,719
Forest Hills,1750.00,1 Bedroom,1 Bathroom,773
Midtown East,3495.00,1 Bedroom,1 Bathroom,892
Upper East Side,2995.00,Studio,1 Bathroom,531
Stuyvesant Town,4389.00,2 Bedroom,1 Bathroom,948
Battery Park City,3975.00,1 Bedroom,1 Bathroom,775
Noho,5500.00,1 Bedroom,1 Bathroom,610
Upper West Side,7250.00,2 Bedroom,2 Bathroom,1339
Upper West Side,2750.00,Studio,1 Bathroom,515
Chelsea,3855.00,1 Bedroom,1 Bathroom,656
Williamsburg,2650.00,Loft,1 Bathroom,600
Stuyvesant Town,4870.00,2 Bedroom,2 Bathroom,1211
Upper West Side,2000.00,Studio,1 Bathroom,263
Flatiron,7050.00,2 Bedroom,2 Bathroom,1025
Battery Park City,5345.00,2 Bedroom,2 Bathroom,878
Stuyvesant Town,4980.00,2 Bedroom,2 Bathroom,1211
Stuyvesant Town,4107.00,1 Bedroom,1 Bathroom,944
Stuyvesant Town,5081.00,2 Bedroom,2 Bathroom,1211
Battery Park City,4300.00,1 Bedroom,1 Bathroom,860
Morningside Heights,9500.00,3 Bedroom,3 Bathroom,1957
Morris Park,2212.45,2 Bedroom,1 Bathroom,930
East Village,4350.00,1 Bedroom,1 Bathroom,814
Upper East Side,3695.00,1 Bedroom,1 Bathroom,702
Upper East Side,3985.00,2 Bedroom,1 Bathroom,761
Upper West Side,5215.00,2 Bedroom,2 Bathroom,959
Midtown,3879.00,1 Bedroom,1 Bathroom,674
Harlem,1927.00,Studio,1 Bathroom,420
Sheepshead Bay,2451.00,1 Bedroom,1 Bathroom,716
Stuyvesant Town,3817.00,1 Bedroom,1 Bathroom,763
Stuyvesant Town,4171.00,2 Bedroom,1 Bathroom,948
Stuyvesant Town,3250.00,1 Bedroom,1 Bathroom,944
Long Island City,4200.00,2 Bedroom,2 Bathroom,1037
Chelsea,4075.00,1 Bedroom,1 Bathroom,721
Kew Gardens,2450.00,2 Bedroom,2 Bathroom,1183
Bensonhurst,1725.00,1 Bedroom,1 Bathroom,762
Upper East Side,2485.00,Studio,1 Bathroom,460
Battery Park City,3675.00,1 Bedroom,1 Bathroom,785
West Village,6275.00,1 Bedroom,2 Bathroom,1009
Stuyvesant Town,3380.00,1 Bedroom,1 Bathroom,764
Morris Heights,1997.10,2 Bedroom,1 Bathroom,902
Flatiron,5075.00,1 Bedroom,1 Bathroom,717
Stuyvesant Town,7694.00,5 Bedroom,2 Bathroom,1694
Downtown Brooklyn,3094.00,1 Bedroom,1 Bathroom,622
Kips Bay,5400.00,Flex 3,2 Bathroom,997
Upper West Side,3375.00,1 Bedroom,1 Bathroom,693
Upper West Side,3685.00,1 Bedroom,1 Bathroom,793
Rego Park,1900.00,Studio,1 Bathroom,504
Midtown West,3525.00,1 Bedroom,1 Bathroom,660
Concourse Village,1700.00,1 Bedroom,1 Bathroom,820
Upper East Side,3075.00,1 Bedroom,1 Bathroom,670
Brighton Beach,1875.00,2 Bedroom,1 Bathroom,930
Upper West Side,3550.00,1 Bedroom,1 Bathroom,600
Kensington,3195.00,2 Bedroom,1 Bathroom,690
Brooklyn Heights,3050.00,1 Bedroom,1 Bathroom,627
Richmond Hill,1675.00,1 Bedroom,1 Bathroom,787
Upper West Side,3335.00,1 Bedroom,1 Bathroom,702
Gramercy,3725.00,Studio,1 Bathroom,500
Stuyvesant Town,3393.00,1 Bedroom,1 Bathroom,771
Sheepshead Bay,2277.00,1 Bedroom,1 Bathroom,619
Sheepshead Bay,2441.00,1 Bedroom,1 Bathroom,626
Chelsea,3995.00,1 Bedroom,1 Bathroom,703
Sheepshead Bay,3570.00,2 Bedroom,2 Bathroom,1096
East Village,3625.00,2 Bedroom,1 Bathroom,0
Union Square,4875.00,1 Bedroom,1 Bathroom,700
Murray Hill,2875.00,Alcove Studio,1 Bathroom,551
Midtown East,3525.00,1 Bedroom,1 Bathroom,787
Battery Park City,5575.00,2 Bedroom,2 Bathroom,1130
West Village,3110.00,Studio,1 Bathroom,425
Downtown Brooklyn,2625.00,Studio,1 Bathroom,470
Tribeca,4595.00,1 Bedroom,1 Bathroom,750
Battery Park City,2815.00,Studio,1 Bathroom,579
Ridgewood,2399.00,2 Bedroom,1 Bathroom,1200
Kips Bay,7000.00,Flex 4,2 Bathroom,1158
Flatiron,5100.00,1 Bedroom,1 Bathroom,733
Corona,2175.00,2 Bedroom,1 Bathroom,1073
Stuyvesant Town,4795.00,2 Bedroom,2 Bathroom,1211
NoMad,5860.00,1 Bedroom,1 Bathroom,714
Upper West Side,3615.00,Studio,1 Bathroom,519
Downtown Brooklyn,4665.00,2 Bedroom,2 Bathroom,900
Chelsea,4560.00,1 Bedroom,1 Bathroom,704
Financial District,3875.00,1 Bedroom,1 Bathroom,620
Corona,1470.00,Studio,1 Bathroom,468
Upper West Side,4345.00,1 Bedroom,1 Bathroom,814
Murray Hill,5780.00,Flex 3,2 Bathroom,1050
East Village,3000.00,Studio,1 Bathroom,382
West Village,3650.00,Alcove Studio,1 Bathroom,482
Upper East Side,2800.00,1 Bedroom,1 Bathroom,562
Upper West Side,3995.00,2 Bedroom,1 Bathroom,570
Highbridge,1595.00,1 Bedroom,1 Bathroom,590
Upper East Side,3130.00,1 Bedroom,1 Bathroom,672
Stuyvesant Town,3796.00,1 Bedroom,1 Bathroom,944
Kensington,3016.00,1 Bedroom,1 Bathroom,550
Kensington,1975.00,1 Bedroom,1 Bathroom,754
Gramercy,5200.00,1 Bedroom,1 Bathroom,700
Upper West Side,6395.00,Jr 4,1.5 Bathroom,951
Upper West Side,4361.00,2 Bedroom,1 Bathroom,961
Kips Bay,3900.00,Flex 2,1 Bathroom,382
Murray Hill,5525.00,Flex 3,2 Bathroom,1006
Long Island City,2550.00,Studio,1 Bathroom,517
Upper West Side,6995.00,2 Bedroom,2.5 Bathroom,1700
Murray Hill,3705.00,1 Bedroom,1 Bathroom,634
Hudson Yards,3500.00,1 Bedroom,1 Bathroom,642
Corona,1780.00,1 Bedroom,1 Bathroom,718
Upper West Side,4980.00,1 Bedroom,1 Bathroom,737
Murray Hill,3600.00,1 Bedroom,1 Bathroom,632
Upper East Side,5600.00,3 Bedroom,1 Bathroom,750
West Village,3300.00,Studio,1 Bathroom,384
Upper West Side,3200.00,1 Bedroom,1 Bathroom,670
Financial District,4276.00,1 Bedroom,1 Bathroom,898
Midtown East,3650.00,1 Bedroom,1 Bathroom,841
Upper West Side,3175.00,Flex 2,1 Bathroom,607
Sheepshead Bay,1695.00,1 Bedroom,1 Bathroom,795
Stuyvesant Town,5424.00,3 Bedroom,1 Bathroom,1148
Stuyvesant Town,3775.00,1 Bedroom,1 Bathroom,755
Flatiron,4900.00,1 Bedroom,1 Bathroom,767
Midtown,3445.00,1 Bedroom,1 Bathroom,640
Hudson Yards,5150.00,2 Bedroom,1.5 Bathroom,839
Midtown,2495.00,Studio,1 Bathroom,375
Upper West Side,7975.00,2 Bedroom,2 Bathroom,1121
Upper East Side,3400.00,1 Bedroom,1 Bathroom,648
Stuyvesant Town,5103.00,2 Bedroom,1 Bathroom,955
Tudor City,2000.00,Studio,1 Bathroom,485
Stuyvesant Town,3744.00,1 Bedroom,1 Bathroom,944
Stuyvesant Town,3632.00,1 Bedroom,1 Bathroom,763
Kew Gardens,2250.00,1 Bedroom,1 Bathroom,590
Battery Park City,4800.00,1 Bedroom,1 Bathroom,830
Morningside Heights,5955.00,2 Bedroom,2 Bathroom,1061
Midtown East,3525.00,1 Bedroom,1 Bathroom,698
Forest Hills,3500.00,2 Bedroom,2 Bathroom,1300
Stuyvesant Town,3357.00,1 Bedroom,1 Bathroom,764
Chelsea,2550.00,Studio,1 Bathroom,400
Financial District,3555.00,1 Bedroom,1 Bathroom,750
Sunset Park,2450.00,2 Bedroom,2 Bathroom,1156
Ocean Hill,1800.00,2 Bedroom,1 Bathroom,800
Bay Ridge,2875.00,3 Bedroom,1 Bathroom,1550
Forest Hills,2150.00,Alcove Studio,1 Bathroom,619
Chelsea,4600.00,1 Bedroom,1 Bathroom,880
Astoria,2700.00,1 Bedroom,1 Bathroom,675
Morningside Heights,3690.00,1 Bedroom,1 Bathroom,748
Morningside Heights,5330.00,2 Bedroom,2 Bathroom,1061
Morningside Heights,3070.00,Studio,1 Bathroom,542
Morris Park,1750.00,1 Bedroom,1 Bathroom,710
Flushing,2400.00,1 Bedroom,1 Bathroom,665
Downtown Brooklyn,3163.00,1 Bedroom,1 Bathroom,618
Stuyvesant Town,3867.00,1 Bedroom,1 Bathroom,944
Stuyvesant Town,4100.00,1 Bedroom,1 Bathroom,944
Stuyvesant Town,3192.00,1 Bedroom,1 Bathroom,764
Upper West Side,2575.00,Studio,1 Bathroom,490
Astoria,1950.00,Studio,1 Bathroom,450
Upper West Side,3040.00,1 Bedroom,1 Bathroom,662
Stuyvesant Town,3342.00,1 Bedroom,1 Bathroom,764
Bushwick,3199.00,Loft,1 Bathroom,710
Flatbush,2729.00,1 Bedroom,1 Bathroom,683
Upper East Side,2750.00,1 Bedroom,1 Bathroom,667
Forest Hills,1800.00,1 Bedroom,1 Bathroom,778
Rego Park,3075.00,2 Bedroom,2 Bathroom,1163
Long Island City,1800.00,1 Bedroom,1 Bathroom,755
Harlem,3595.00,3 Bedroom,2 Bathroom,950
Kensington,2700.00,2 Bedroom,2 Bathroom,600
Stuyvesant Town,5947.00,3 Bedroom,1 Bathroom,1148
Upper East Side,4230.00,2 Bedroom,1.5 Bathroom,887
Stuyvesant Town,5814.00,2 Bedroom,2 Bathroom,1211
Forest Hills,1695.00,Studio,1 Bathroom,531
Stuyvesant Town,5065.00,2 Bedroom,2 Bathroom,1211
Stuyvesant Town,5725.00,3 Bedroom,1 Bathroom,1148
Battery Park City,7110.00,3 Bedroom,2 Bathroom,1249
Stuyvesant Town,3224.00,1 Bedroom,1 Bathroom,745
Harlem,2655.00,2 Bedroom,1 Bathroom,581
Murray Hill,2625.00,Studio,1 Bathroom,520
East Village,2400.00,Studio,1 Bathroom,300
Battery Park City,5005.00,2 Bedroom,2 Bathroom,1018
Greenpoint,4000.00,3 Bedroom,1 Bathroom,1000
Midtown,3564.00,1 Bedroom,1 Bathroom,666
Murray Hill,3535.00,1 Bedroom,1 Bathroom,626
Upper West Side,4515.00,1 Bedroom,1 Bathroom,695
Boerum Hill,3423.00,1 Bedroom,1 Bathroom,591
Bedford-Stuyvesant,1800.00,Studio,1 Bathroom,0
Chelsea,5600.00,1 Bedroom,1 Bathroom,711
Upper West Side,3630.00,1 Bedroom,1 Bathroom,747
Hudson Yards,4640.00,2 Bedroom,2 Bathroom,846
Morningside Heights,3646.00,1 Bedroom,1 Bathroom,666
Morningside Heights,3493.00,Studio,1 Bathroom,559
NoMad,6940.00,2 Bedroom,2 Bathroom,1090
Morningside Heights,4060.00,1 Bedroom,1 Bathroom,823
Morningside Heights,4060.00,1 Bedroom,1 Bathroom,715
Morningside Heights,3738.00,1 Bedroom,1 Bathroom,682
Morningside Heights,6006.00,2 Bedroom,2 Bathroom,1057
Morningside Heights,5419.00,2 Bedroom,2 Bathroom,953
Tribeca,5795.00,2 Bedroom,2 Bathroom,1000
Hudson Yards,4565.00,2 Bedroom,2 Bathroom,944
Midtown East,6300.00,2 Bedroom,2 Bathroom,1026
Financial District,3635.00,1 Bedroom,1 Bathroom,750
Midtown East,2775.00,Studio,1 Bathroom,500
Murray Hill,2500.00,1 Bedroom,1 Bathroom,480
Riverdale,2000.00,1 Bedroom,1 Bathroom,855
Corona,2330.00,2 Bedroom,1 Bathroom,1077
Crown Heights,1875.00,1 Bedroom,1 Bathroom,670
Morningside Heights,3262.00,Studio,1 Bathroom,412
Stuyvesant Town,4315.00,2 Bedroom,1 Bathroom,944
Washington Heights,2000.00,1 Bedroom,1 Bathroom,763
Battery Park City,3075.00,Studio,1 Bathroom,559
Forest Hills,2650.00,1 Bedroom,1 Bathroom,791
West Village,3995.00,1 Bedroom,1 Bathroom,545
Upper West Side,7550.00,2 Bedroom,2 Bathroom,1234
East Village,2775.00,Studio,1 Bathroom,387
Upper West Side,4050.00,1 Bedroom,1 Bathroom,696
Upper West Side,4245.00,1 Bedroom,1 Bathroom,631
Upper East Side,13950.00,3 Bedroom,3.5 Bathroom,2100
Harlem,5162.00,3 Bedroom,2 Bathroom,1299
Stuyvesant Town,3515.00,1 Bedroom,1 Bathroom,944
Upper West Side,6860.00,2 Bedroom,2 Bathroom,1207
Midtown East,6400.00,2 Bedroom,2 Bathroom,1198
Midtown,3507.00,1 Bedroom,1 Bathroom,682
Fordham,1850.00,2 Bedroom,1 Bathroom,650
Murray Hill,2575.00,Studio,1 Bathroom,478
Long Island City,4400.00,2 Bedroom,2 Bathroom,901
Harlem,1850.00,2 Bedroom,1 Bathroom,520
Stuyvesant Town,5730.00,3 Bedroom,1 Bathroom,1148
Greenwich Village,2450.00,Studio,1 Bathroom,10
Brighton Beach,1675.00,1 Bedroom,1 Bathroom,719
Financial District,3050.00,Studio,1 Bathroom,506
Midtown West,3800.00,1 Bedroom,1 Bathroom,591
Upper West Side,3750.00,1 Bedroom,1 Bathroom,804
Upper West Side,2795.00,Studio,1 Bathroom,457
Sheepshead Bay,2599.00,1 Bedroom,1 Bathroom,643
Sheepshead Bay,2574.00,1 Bedroom,1 Bathroom,643
Downtown Brooklyn,2580.00,Studio,1 Bathroom,503
Stuyvesant Town,3785.00,1 Bedroom,1 Bathroom,944
Flatiron,7795.00,2 Bedroom,2 Bathroom,1008
Upper West Side,3630.00,1 Bedroom,1 Bathroom,747
Upper West Side,3545.00,1 Bedroom,1 Bathroom,720
Forest Hills,1890.00,1 Bedroom,1 Bathroom,881
Williamsburg,6975.00,3 Bedroom,2 Bathroom,1400
Midtown East,4485.00,1 Bedroom,1 Bathroom,812
Upper West Side,3230.00,1 Bedroom,1 Bathroom,651
Fort Greene,2750.00,Studio,1 Bathroom,501
Prospect Heights,4000.00,Studio,1 Bathroom,900
Greenpoint,3060.00,1 Bedroom,1 Bathroom,576
Stuyvesant Town,5322.00,2 Bedroom,2 Bathroom,1211
Stuyvesant Town,3381.00,1 Bedroom,1 Bathroom,745
Chelsea,5755.00,1 Bedroom,1 Bathroom,711
Upper East Side,3645.00,Studio,1 Bathroom,545
Upper East Side,3700.00,1 Bedroom,1 Bathroom,650
Williamsburg,3020.00,Studio,1 Bathroom,652
Boerum Hill,2521.00,Studio,1 Bathroom,404
Battery Park City,3204.00,1 Bedroom,1 Bathroom,808
Forest Hills,2650.00,1 Bedroom,1 Bathroom,875
Corona,2685.00,3 Bedroom,2 Bathroom,1275
Upper West Side,2300.00,Studio,1 Bathroom,540
Upper East Side,2700.00,Studio,1 Bathroom,485
Long Island City,3293.00,1 Bedroom,1 Bathroom,702
Upper West Side,3300.00,Alcove Studio,1 Bathroom,575
Upper West Side,3750.00,1 Bedroom,1 Bathroom,636
Greenwich Village,2295.00,Studio,1 Bathroom,10
Bushwick,2999.00,Loft,1 Bathroom,820
Stuyvesant Town,3361.00,1 Bedroom,1 Bathroom,762
Gravesend,1350.00,Studio,1 Bathroom,490
Long Island City,3455.00,1 Bedroom,1 Bathroom,655
East Village,2800.00,Studio,1 Bathroom,405
Murray Hill,4600.00,1 Bedroom,1 Bathroom,942
Flatiron,6300.00,1 Bedroom,2 Bathroom,898
Hudson Yards,3480.00,1 Bedroom,1 Bathroom,626
Fort Greene,3633.00,1 Bedroom,1 Bathroom,728
Fort Greene,3208.00,1 Bedroom,1 Bathroom,561
Kips Bay,3900.00,Flex 2,1 Bathroom,682
Fort Greene,2615.00,Studio,1 Bathroom,534
Battery Park City,3650.00,Studio,1 Bathroom,719
Upper East Side,1500.00,1 Bedroom,1.5 Bathroom,1200
Kips Bay,3900.00,Flex 3,2 Bathroom,682
Upper West Side,5190.00,1 Bedroom,2 Bathroom,973
Kips Bay,6700.00,Flex 4,2 Bathroom,1158
Harlem,3595.00,3 Bedroom,1 Bathroom,1100
Morningside Heights,3840.00,1 Bedroom,1 Bathroom,771
DUMBO,4295.00,1 Bedroom,1 Bathroom,736
Battery Park City,6500.00,2 Bedroom,2 Bathroom,1088
Harlem,2550.00,1 Bedroom,1 Bathroom,721
Gravesend,1350.00,Studio,1 Bathroom,490
Long Island City,3100.00,1 Bedroom,1 Bathroom,604
Battery Park City,3350.00,1 Bedroom,1 Bathroom,764
Harlem,2702.00,2 Bedroom,2 Bathroom,813
Upper East Side,7950.00,2 Bedroom,2 Bathroom,1179
Upper East Side,2225.00,Studio,1 Bathroom,10
Tribeca,4600.00,Studio,1 Bathroom,1350
Long Island City,3275.00,1 Bedroom,1 Bathroom,641
Battery Park City,5285.00,2 Bedroom,2 Bathroom,984
Upper West Side,7040.00,2 Bedroom,2 Bathroom,1234
Murray Hill,4330.00,1 Bedroom,1 Bathroom,722
Corona,2595.00,3 Bedroom,2 Bathroom,1280
Stuyvesant Town,3892.00,1 Bedroom,1 Bathroom,708
NoMad,6530.00,1 Bedroom,1 Bathroom,847
Forest Hills,2450.00,1 Bedroom,1 Bathroom,875
Flatiron,5100.00,1 Bedroom,1 Bathroom,733
Rego Park,1900.00,Studio,1 Bathroom,504
Upper East Side,11000.00,3 Bedroom,2.5 Bathroom,2076
Bay Ridge,2600.00,3 Bedroom,1 Bathroom,0
Downtown Brooklyn,2450.00,Studio,1 Bathroom,408
Upper East Side,2525.00,Studio,1 Bathroom,480
West Village,6325.00,1 Bedroom,2 Bathroom,1009
West Village,5995.00,Alcove Studio,1 Bathroom,1008
Meatpacking,4675.00,1 Bedroom,1 Bathroom,652
Stuyvesant Town,5046.00,2 Bedroom,1 Bathroom,948
Midtown,5612.00,2 Bedroom,2 Bathroom,1057
Downtown Brooklyn,4250.00,2 Bedroom,2 Bathroom,922
Stuyvesant Town,4398.00,2 Bedroom,1 Bathroom,960
Williamsburg,2500.00,Studio,1 Bathroom,492
Stuyvesant Town,4114.00,1 Bedroom,1 Bathroom,944
Elmhurst,1925.00,1 Bedroom,1 Bathroom,877
Soundview,1450.00,1 Bedroom,1 Bathroom,619
Midtown West,3600.00,1 Bedroom,1 Bathroom,618
Upper West Side,3450.00,Flex 2,1 Bathroom,693
Stuyvesant Town,4924.00,2 Bedroom,1 Bathroom,951
Stuyvesant Town,3245.00,1 Bedroom,1 Bathroom,745
West Village,6300.00,1 Bedroom,2 Bathroom,1022
Long Island City,4450.00,2 Bedroom,2 Bathroom,975
Downtown Brooklyn,2555.00,Studio,1 Bathroom,476
Flatiron,3875.00,Studio,1 Bathroom,483
Fort Greene,2800.00,Studio,1 Bathroom,501
Midtown,3500.00,1 Bedroom,1 Bathroom,666
Clinton Hill,3942.00,2 Bedroom,2 Bathroom,1154
Flatbush,2764.00,1 Bedroom,1 Bathroom,648
Corona,1850.00,1 Bedroom,1 Bathroom,1073
Stuyvesant Town,5231.00,2 Bedroom,1 Bathroom,932
Chelsea,4065.00,1 Bedroom,1 Bathroom,761
Chelsea,4725.00,1 Bedroom,1 Bathroom,880
Stuyvesant Town,4527.00,2 Bedroom,1 Bathroom,932
Upper East Side,2650.00,Studio,1 Bathroom,428
Upper East Side,6500.00,2 Bedroom,2.5 Bathroom,1340
Upper East Side,2965.00,1 Bedroom,1 Bathroom,602
Corona,1475.00,Studio,1 Bathroom,459
Upper East Side,3600.00,1 Bedroom,1 Bathroom,656
Long Island City,1900.00,1 Bedroom,1 Bathroom,750
Battery Park City,2900.00,Studio,1 Bathroom,599
Stuyvesant Town,5421.00,2 Bedroom,2 Bathroom,1211
Stuyvesant Town,5025.00,2 Bedroom,1 Bathroom,932
Brooklyn Heights,3722.00,1 Bedroom,1 Bathroom,776
Fort Greene,3854.00,1 Bedroom,1 Bathroom,743
Noho,4695.00,Studio,1 Bathroom,610
Tribeca,3450.00,Studio,1 Bathroom,505
Williamsburg,2600.00,Studio,1 Bathroom,466
Upper West Side,2850.00,Studio,1 Bathroom,542
Stuyvesant Town,3612.00,1 Bedroom,1 Bathroom,944
Washington Heights,1593.00,1 Bedroom,1 Bathroom,463
Midtown,5695.00,2 Bedroom,2 Bathroom,1000
Washington Heights,1425.00,1 Bedroom,1 Bathroom,514
Stuyvesant Town,5586.00,2 Bedroom,2 Bathroom,1211
West Village,4900.00,Alcove Studio,2 Bathroom,744
Long Island City,3415.00,1 Bedroom,1 Bathroom,628
Long Island City,3360.00,1 Bedroom,1 Bathroom,675
Upper East Side,5100.00,1 Bedroom,2 Bathroom,970
Midtown,4395.00,2 Bedroom,2 Bathroom,1000
Chelsea,3300.00,Studio,1 Bathroom,550
Stuyvesant Town,3567.00,1 Bedroom,1 Bathroom,944
Stuyvesant Town,3346.00,1 Bedroom,1 Bathroom,745
Kips Bay,3750.00,Flex 2,1 Bathroom,691
Murray Hill,2750.00,Alcove Studio,1 Bathroom,549
Williamsburg,2400.00,Studio,1 Bathroom,480
Stuyvesant Town,4265.00,2 Bedroom,1 Bathroom,944
Ridgewood,2150.00,2 Bedroom,1 Bathroom,1000
Stuyvesant Town,5351.00,2 Bedroom,2 Bathroom,1211
Downtown Brooklyn,3002.00,1 Bedroom,1 Bathroom,627
Financial District,4647.00,2 Bedroom,1 Bathroom,955
Forest Hills,1495.00,Studio,1 Bathroom,448
Upper West Side,3515.00,Studio,1 Bathroom,510
Upper East Side,3775.00,2 Bedroom,1 Bathroom,781
Midtown West,3395.00,Studio,1 Bathroom,625
